HeLa mRNA decay rates			
Gene	Rate	Error	Level
TFB1M	0.0018	0.11	581.4
TFB2M	0.0022	0.12	4086.3
TFCP2	0.0007	0.11	581
TFDP1	-0.0016	0.03	4174.8
TFDP2	0.0008	0.07	482.4
TFE3	-0.001	0.03	709.6
TFF1	0.0001	0.4	311.7
TFF2	-0.0038	0.32	263.5
TFG	-0.0006	0.04	2495.1
TFIP11	0.0092	0.28	513.7
TFPI	-0.001	0.33	888.8
TFPT	0	0.11	506
TFR2	-0.0013	0.11	197.4
TFRC	-0.0011	0.07	6401.9
TGDS	0.0025	0.13	762.3
TGFA	-0.0007	0.04	196.9
TGFB1	-0.0002	0.13	759.8
TGFB1I1	-0.001	0.02	1622.9
TGFBI	-0.0003	0.09	5488.3
TGFBR1	-0.0011	0.21	811.9
TGFBR2	0.0053	0.05	690.7
TGFBR3	0.0075	0.39	690.6
TGIF2	0.0044	0.18	373.5
TGM2	-0.0011	0.03	387.6
TGOLN2	-0.0014	0.07	1063
TGS1	0.0069	0.16	710.2
TH1L	-0.0011	0.19	6477.7
THADA	0.0004	0.15	160.5
THAP1	0.0077	0.25	561.6
THAP11	0.0068	0.26	987.4
THAP4	0.0032	0.11	540.6
THAP6	0.003	0.5	360
THAP9	0.0046	0.3	142.5
THBS1	-0.0012	0.23	268.3
THEM4	-0.003	0.07	623.9
THG1L	0.0034	0.07	1177.6
THNSL1	0.0033	0.3	190.4
THOC1	0.0001	0.23	3353.8
THOC2	0.0008	0.1	679.8
THOC4	-0.0015	0.45	2489.4
THOC5	0.0013	0.12	681.2
THOC6	0.0001	0.26	953.8
THOC7	-0.0057	0.11	1905.7
THOP1	-0.0043	0.37	1132.7
THRB	0.0028	0.17	123.3
THSD4	-0.0002	0.11	144.2
THTPA	-0.001	0.42	688.6
THUMPD1	-0.0008	0.16	1765.2
THUMPD2	0.0006	0.25	809.8
THUMPD3	0.0029	0.06	2440.2
THY1	-0.0005	0.16	473.8
THYN1	-0.0002	0.05	2868.2
TIAF1	-0.0011	0.2	445.2
TIAL1	0.0025	0.08	1640
TIFA	0.0141	0.07	492.2
TIMELESS	-0.0021	0.08	983.9
TIMM10	0.0005	0.03	3767.2
TIMM17A	-0.0006	0.03	6785.9
TIMM17B	0.0008	0.12	1232.1
TIMM22	0.0032	0.09	1036.7
TIMM23	-0.0005	0.06	6133.7
TIMM44	-0.0004	0.16	561.8
TIMM50	0.0002	0.15	3849.2
TIMM8A	0.0039	0.4	1600
TIMM8B	-0.0012	0.07	5070.1
TIMM9	0.0047	0.08	1295.2
TIMP1	-0.001	0.33	18446.5
TIMP2	-0.0009	0.06	7006.8
TIMP3	0.0018	0.02	660.9
TIMP4	0	0.05	2931.2
TINF2	0.0023	0.06	1011.8
TINP1	-0.0024	0.08	16685.2
TIPIN	0.0006	0.07	1955.8
TIPRL	0.0001	0.1	1722.1
TJP1	-0.0023	0.06	746
TJP2	0.0019	0.04	517.9
TK1	-0.001	0.37	3622.8
TK2	0.0017	0.3	117.2
TKT	0.0018	0.14	12415.9
TLCD1	0.0042	0.11	927.7
TLE1	0.0052	0.23	205.8
TLE2	-0.003	0.44	289.1
TLE3	0.0058	0.28	636.1
TLE4	0.006	0.42	278.4
TLK1	0.0011	0.09	528.7
TLN2	-0.0008	0.45	150.8
TLR4	0.0042	0.14	118.1
TM2D2	0.0008	0.05	3914.9
TM4SF1	-0.0001	0.04	5873.9
TM7SF3	-0.0019	0.1	1361.2
TM9SF1	0.0009	0.12	711.8
TM9SF2	-0.0014	0.04	10687
TM9SF3	-0.0022	0.12	4133.9
TM9SF4	0.0009	0.34	512.4
TMBIM1	-0.0014	0.49	964.9
TMBIM4	-0.0022	0.05	1993.1
TMBIM6	-0.0014	0.05	12035.2
TMC5	0.0028	0.45	172.9
TMCC1	0.0057	0.23	487.7
TMCO1	-0.0017	0.03	3529.8
TMCO3	-0.0007	0.1	801.6
TMCO4	0.0013	0.36	131.6
TMCO6	-0.0011	0.08	477.6
TMED1	0.0017	0.14	763
TMED10	-0.0004	0.08	2858.3
TMED2	-0.002	0.11	5914.2
TMED3	-0.0021	0.05	2707.8
TMED4	0.0002	0.06	1139.7
TMED5	0.0007	0.12	1302.5
TMED9	-0.0036	0.1	5058.7
TMEM106B	-0.0023	0.17	1258.6
TMEM106C	-0.002	0.23	7006.2
TMEM107	-0.002	0.1	728.2
TMEM109	0.001	0.16	1656.8
TMEM11	0.0089	0.06	1992.2
TMEM111	-0.0006	0.06	3170.1
TMEM115	0.0032	0.17	1132.8
TMEM116	0.0002	0.4	137.8
TMEM120A	-0.0023	0.33	369.1
TMEM120B	-0.0043	0.34	101.4
TMEM126A	-0.0012	0.07	8826.1
TMEM126B	-0.0017	0.03	3797
TMEM127	0.0021	0.26	687
TMEM128	-0.0007	0.09	766.8
TMEM131	-0.0034	0.33	406.6
TMEM132A	-0.0012	0.26	292.6
TMEM133	0.0033	0.2	198.9
TMEM134	-0.0015	0.08	278.6
TMEM135	-0.0016	0.26	540.3
TMEM136	0	0.15	210.4
TMEM138	0.0035	0.02	4221.8
TMEM139	0.0061	0.13	789.7
TMEM141	0.0018	0.26	1046
TMEM147	-0.0005	0.06	4904.3
TMEM14A	-0.0043	0.33	5301.3
TMEM14B	-0.0018	0.08	11871.5
TMEM14C	-0.004	0.07	8907.4
TMEM150A	-0.0008	0.38	185.6
TMEM154	0.0006	0.5	170.8
TMEM158	0.0005	0.26	1706.5
TMEM160	-0.0018	0.15	1530
TMEM161A	-0.003	0.05	1000.9
TMEM165	0.0005	0.1	2323.3
TMEM167A	-0.0043	0.07	7065.3
TMEM167B	0.0033	0.12	1340
TMEM168	0.0005	0.12	317.2
TMEM170A	0.0048	0.42	385.4
TMEM173	0.0015	0.08	441.2
TMEM175	-0.0027	0.5	136.3
TMEM177	0.0065	0.16	455.5
TMEM179B	-0.0016	0.06	1661.6
TMEM18	-0.0006	0.1	952.2
TMEM180	0.0006	0.44	336.4
TMEM181	-0.0001	0.13	1538.3
TMEM182	0.002	0.19	135.1
TMEM184B	0.0004	0.23	621.6
TMEM184C	0.004	0.09	1560
TMEM185B	0.0046	0.14	817.4
TMEM186	0.0107	0.09	1313.3
TMEM187	0.0033	0.26	339.2
TMEM188	0.0024	0.24	600.6
TMEM19	-0.0023	0.07	514.6
TMEM192	-0.0016	0.3	574.1
TMEM194A	0.0025	0.02	1602.3
TMEM199	0.005	0.27	791.5
TMEM2	0.0033	0.23	248.7
TMEM20	0.0012	0.08	212.5
TMEM200B	0.0024	0.14	272.7
TMEM201	0.003	0.09	613.9
TMEM203	0.0036	0.02	4171.5
TMEM205	-0.0004	0.02	1294.2
TMEM206	-0.0001	0.06	390.3
TMEM208	-0.0027	0.11	2613.7
TMEM209	0.0003	0.25	1040.3
TMEM214	-0.0027	0.17	974.2
TMEM216	0.0024	0.07	1002.6
TMEM218	-0.0028	0.12	330.2
TMEM219	-0.001	0.11	884.9
TMEM22	0.0074	0.33	745
TMEM222	-0.0007	0.22	504
TMEM223	0.0008	0.26	3315.6
TMEM33	-0.0015	0.4	2300.9
TMEM38B	-0.002	0.3	927.9
TMEM39A	0.007	0.19	381.4
TMEM39B	0.0035	0.05	732.1
TMEM41A	0.0042	0.2	581.4
TMEM41B	-0.0008	0.07	2393.8
TMEM42	0.0017	0.42	691.2
TMEM43	-0.0005	0.2	2595.7
TMEM45A	-0.002	0.36	1867.5
TMEM48	-0.001	0.04	3766.9
TMEM49	-0.0005	0.06	6843.3
TMEM5	0.0002	0.12	1165.2
TMEM50A	-0.0008	0.1	4559.8
TMEM50B	0.0006	0.03	621.4
TMEM54	-0.0019	0.13	616.9
TMEM55B	0.01	0.35	817.3
TMEM56	-0.0009	0.41	434.6
TMEM57	-0.0018	0.13	317.6
TMEM59	-0.0012	0.21	2692.4
TMEM60	0.0063	0.12	1478
TMEM62	0.0018	0.4	373.2
TMEM63A	0.0031	0.39	138.7
TMEM63B	-0.0023	0.29	340.6
TMEM64	0.0012	0.16	635.9
TMEM66	-0.0044	0.1	5501.3
TMEM68	0.0073	0.44	723.7
TMEM69	-0.0033	0.16	2405.9
TMEM70	0.0028	0.06	2411.1
TMEM79	0.0066	0.46	128.9
TMEM80	-0.0012	0.19	230.2
TMEM85	-0.0018	0.06	9100
TMEM87A	-0.0014	0.08	1186.2
TMEM8A	-0.0001	0.29	522.7
TMEM9	-0.0005	0.04	2949.9
TMEM91	-0.0015	0.16	455.8
TMEM92	0	0.49	103.4
TMEM93	0.0015	0.09	4807.3
TMEM97	-0.0005	0.06	3317.7
TMEM99	0.0047	0.07	1897.3
TMEM9B	0.0014	0.04	2460.7
TMF1	0.0007	0.32	258.7
TMLHE	-0.0016	0.21	237
TMOD1	0.0014	0.13	428.9
TMOD3	-0.0035	0.17	1853.1
TMPO	-0.0008	0.23	2078.9
TMPRSS3	-0.001	0.08	371.7
TMSB10	-0.002	0.44	28637.9
TMSB15A	-0.0036	0.22	375.8
TMTC1	0	0.06	853.2
TMTC2	0.0002	0.35	201
TMTC3	-0.0026	0.13	800
TMTC4	0.0007	0.25	425.7
TMUB2	-0.0041	0.49	412.5
TMX1	-0.0029	0.08	4655.4
TMX2	-0.0004	0.1	6554.6
TMX4	-0.0016	0.09	340.6
TNFAIP1	0.0026	0.04	1296.3
TNFAIP2	0.0049	0.38	635.7
TNFAIP8	0.0049	0.09	2888
TNFRSF10A	0.0047	0.07	394.2
TNFRSF10B	0.0034	0.05	778.9
TNFRSF10D	0.0004	0.13	297.4
TNFRSF12A	0.0094	0.04	5221.9
TNFRSF1A	0.0084	0.14	1425
TNFRSF21	0.0043	0.1	1785.2
TNFSF13B	-0.0004	0.16	102
TNIK	0.0014	0.13	119.2
TNIP1	-0.0003	0.14	1156.8
TNIP2	0.0005	0.08	940.6
TNKS	0	0.2	291.4
TNKS1BP1	0.0006	0.11	175.2
TNKS2	0.0039	0.27	1110.4
TNNC1	-0.0004	0.13	594.3
TNPO1	-0.001	0.08	6619.3
TNPO2	-0.0006	0.14	547.1
TNPO3	-0.0002	0.24	1455.8
TNRC18B	-0.0014	0.14	145.2
TNRC6A	0.0046	0.24	812.1
TNRC6B	0.0001	0.15	289.4
TNS3	0.0017	0.11	214.3
TNS4	0.0026	0.32	438.5
TOB1	0.0067	0.43	3742.9
TOE1	0.0035	0.26	1222.8
TOLLIP	0.0001	0.39	135.1
TOM1	0.001	0.41	238
TOM1L1	-0.0012	0.16	2587.5
TOMM20	-0.0022	0.05	7213.8
TOMM22	0.0016	0.08	2360
TOMM34	-0.0003	0.01	2709.7
TOMM40	0	0.09	1992.2
TOMM40L	0.0038	0.42	386
TOMM5	-0.0014	0.08	10027.1
TOMM7	-0.002	0.12	15585
TOMM70A	0.0021	0.07	3663.4
TOP1	-0.0006	0.12	4435
TOP2A	-0.0008	0.09	4933.4
TOP2B	-0.005	0.15	3955.4
TOP3A	0.0024	0.4	255
TOPBP1	0.0024	0.06	1175.7
TOR1A	-0.0002	0.05	1394.5
TOR1AIP1	0.0002	0.05	1230.6
TOR1AIP2	-0.0026	0.22	761.4
TOR1B	0.0014	0.09	2379.9
TOR3A	0.0005	0.22	661.1
TOX	0.0051	0.32	140.6
TOX4	0.0003	0.08	676.9
TP53	0.0035	0.15	605.3
TP53BP1	0.001	0.03	573.5
TP53BP2	0.0048	0.33	341.7
TP53I3	-0.0025	0.07	2308.8
TP53INP2	0.0004	0.25	251.2
TP53RK	0.0084	0.08	763.3
TPBG	0.001	0.12	1766.5
TPCN1	-0.002	0.23	264
TPCN2	0.0025	0.12	271.5
TPD52	-0.0027	0.17	1976.3
TPD52L1	-0.0014	0.09	1532
TPD52L2	-0.0017	0.16	3315.4
TPI1	-0.0022	0.06	8884.6
TPM1	-0.0027	0.05	5663.9
TPM2	-0.0002	0.12	1418.6
TPM3	-0.0033	0.32	103.1
TPM4	-0.0024	0.42	4498.6
TPP1	-0.0013	0.27	668.5
TPP2	-0.0009	0.07	1078.1
TPR	0.0044	0.15	2227.9
TPRG1L	-0.0001	0.14	1099.1
TPRKB	-0.0023	0.07	6584
TPST2	-0.0011	0.24	329.2
TPT1	-0.0012	0.23	22001.3
TPX2	-0.0004	0.11	9521.1
TRA2A	-0.0033	0.03	524.5
TRA2B	-0.0012	0.09	6226.8
TRABD	0.0009	0.28	287.8
TRADD	-0.0028	0.15	369.7
TRAF2	0.0078	0.35	313
TRAF3IP1	0.0004	0.2	203
TRAF3IP2	0.0005	0.21	194.8
TRAF4	0.0062	0.19	354.6
TRAF5	0.002	0.49	337.9
TRAF7	-0.0021	0.23	713.7
TRAFD1	-0.0007	0.18	344
TRAK1	0.0026	0.07	333.4
TRAK2	0.0005	0.03	922.3
TRAM1	-0.0019	0.03	4998.7
TRAM2	0.0037	0.05	682.7
TRAP1	-0.0012	0.02	6985.6
TRAPPC1	-0.0018	0.04	2670.4
TRAPPC10	0.001	0.19	219.4
TRAPPC2	0.0025	0.18	1017.9
TRAPPC2L	-0.0001	0.11	938.1
TRAPPC3	-0.0007	0.05	3405.7
TRAPPC4	0.0022	0.13	3344
TRAPPC5	0.0007	0.09	1302
TRAPPC6B	-0.0009	0.38	700.8
TRERF1	0.0033	0.36	151
TRIB3	0.0078	0.16	1564.9
TRIM13	0.009	0.28	246.2
TRIM14	0.0008	0.02	584.2
TRIM2	0.0051	0.21	238.2
TRIM21	0.0041	0.4	261.1
TRIM23	0.0055	0.3	272.8
TRIM24	0.0004	0.2	611.6
TRIM25	0.0002	0.1	1640.3
TRIM26	0.0022	0.33	445.9
TRIM27	0.0073	0.13	1748.4
TRIM28	0.0003	0.16	4799.4
TRIM29	-0.0008	0.02	2760.6
TRIM32	0.0117	0.15	772
TRIM33	0.0048	0.04	713.5
TRIM37	0.001	0.21	1712.3
TRIM38	0.0014	0.07	307.5
TRIM39	0.0043	0.34	422.3
TRIM4	0.0019	0.1	208.6
TRIM41	0.0002	0.03	818.7
TRIM44	0.0012	0.11	3871.9
TRIM45	0.0055	0.25	272.2
TRIM47	0.0024	0.38	422.5
TRIM52	0.0037	0.18	157.8
TRIM68	0.0098	0.31	261.4
TRIM7	-0.0008	0.06	715.2
TRIM8	0.0037	0.06	831.9
TRIO	0.0023	0.08	1227.9
TRIOBP	0.0007	0.22	221.1
TRIP10	-0.0036	0.12	815.1
TRIP11	0.0022	0.4	158.2
TRIP12	-0.0004	0.09	744.8
TRIP13	-0.0005	0.05	7571
TRIP4	0.0019	0.06	1744.1
TRIP6	0.0034	0.1	3313.2
TRIT1	-0.0006	0.04	1394.7
TRMT1	-0.0007	0.18	2003.9
TRMT11	0.0005	0.5	1963.3
TRMT112	0.0001	0.19	19378
TRMT12	0.0091	0.25	913.6
TRMT2A	0.0037	0.33	281
TRMT2B	0.0004	0.15	1213.8
TRMT5	-0.0017	0.1	9276.1
TRMT6	-0.0006	0.11	1208
TRMT61A	0.0014	0.14	283.4
TRMT61B	0.0018	0.27	1592.4
TRMU	0.0019	0.12	658.6
TRNAU1AP	-0.0004	0.06	636
TRNT1	0.0011	0.37	1632.8
TROAP	0.0009	0.26	1776
TROVE2	-0.0006	0.03	1692.8
TRPA1	-0.0011	0.2	151.3
TRPC4AP	0.0007	0.31	1055.7
TRPM2	0.0037	0.23	199.9
TRPM7	0.0016	0.13	282.3
TRPS1	0.0058	0.21	227.1
TRPT1	-0.0011	0.08	868.3
TRRAP	-0.0004	0.37	443
TRUB2	0.0013	0.12	4154.6
TSC1	-0.0001	0.08	429.5
TSC2	-0.0032	0.25	753.3
TSC22D1	0.0115	0.15	3080.3
TSC22D2	0.0109	0.13	461.3
TSC22D3	0.0048	0.21	412.6
TSEN15	0.0014	0.08	2083.3
TSEN2	0.0033	0.1	1048
TSEN34	0.0026	0.18	3227.9
TSEN54	0.0019	0.18	1004.4
TSFM	0.0013	0.18	1350.1
TSG101	0.0005	0.02	3544.7
TSGA14	-0.0012	0.12	269.5
TSHZ1	0.0086	0.16	380.3
TSHZ2	0.0002	0.19	183
TSKU	0.0081	0.23	881.8
TSN	-0.0016	0.01	2756.8
TSNAX	0.0007	0.36	2690.4
TSPAN1	0.0005	0.36	187.6
TSPAN12	-0.0002	0.1	343.1
TSPAN13	-0.0048	0.12	5417.8
TSPAN14	-0.0032	0.44	231.9
TSPAN17	-0.0007	0.14	679.7
TSPAN3	-0.002	0.05	1612.7
TSPAN31	-0.0052	0.15	483
TSPAN4	-0.0029	0.06	1331.2
TSPAN6	-0.0011	0.01	7020.6
TSPAN8	-0.0015	0.23	516.7
TSPAN9	0.0009	0.42	181.9
TSPO	0.001	0.1	3881.4
TSPYL1	-0.0051	0.44	745.8
TSR1	-0.0004	0.04	2225.1
TSR2	-0.0019	0.06	2109.1
TSSC1	0.0004	0.1	1819.8
TSSC4	0.0026	0.2	360.3
TST	-0.0008	0.4	931.9
TSTA3	-0.0021	0.23	2443.2
TTC1	-0.0009	0.26	4495.4
TTC13	-0.0026	0.15	291.4
TTC14	-0.0035	0.15	383.8
TTC15	0.0013	0.25	545.2
TTC17	0.0008	0.06	1086.9
TTC19	-0.0007	0.17	2158
TTC26	-0.0007	0.21	223.7
TTC27	-0.0006	0.08	1939.6
TTC28	-0.0024	0.31	150.8
TTC3	-0.0013	0.11	2291.1
TTC31	0.0009	0.34	749.7
TTC35	-0.001	0.28	1317
TTC37	-0.0068	0.33	961.5
TTC38	-0.0004	0.06	419.5
TTC39C	-0.0014	0.35	582.6
TTC5	0.0049	0.4	330.6
TTC7A	0.0007	0.16	166.9
TTC8	-0.0012	0.35	770.3
TTC9C	0.0048	0.09	1944.5
TTF1	0.0026	0.1	2260.4
TTK	-0.0008	0.15	3327.2
TTL	-0.0008	0.05	1641
TTLL12	-0.0004	0.09	1337.6
TTLL4	0.005	0.47	259.6
TTLL5	-0.0008	0.05	482.4
TTLL7	0.0001	0.21	156.8
TTPAL	0.0054	0.14	788.7
TTRAP	0	0.15	7182.7
TUB	-0.0004	0.31	119.5
TUBA1	-0.0003	0.05	17908.2
TUBA1A	-0.0025	0.07	8156.7
TUBA1C	-0.0011	0.44	20939.1
TUBA3C	-0.0015	0.47	702.2
TUBB	-0.0009	0.29	19096.9
TUBB2A	-0.0002	0.07	5365
TUBB2C	-0.001	0.32	18521.5
TUBB6	0.0005	0.3	9636.1
TUBD1	0.004	0.13	1019.3
TUBG1	-0.0016	0.12	5615.1
TUBGCP2	-0.0014	0.24	597.2
TUBGCP3	0.0022	0.25	1616
TUBGCP4	-0.0004	0.17	1565.5
TUBGCP5	0.0012	0.38	295.4
TUFM	-0.0008	0.06	4408.6
TUFT1	0.007	0.16	2115.5
TUG1	0.0002	0.04	1349.2
TULP3	0.0035	0.22	759.5
TULP4	-0.0022	0.32	240.1
TUSC1	0.0108	0.14	2790
TUSC2	0.0044	0.03	1518.6
TUSC3	-0.0011	0.11	1948.8
TWF1	-0.0058	0.1	5320.7
TWF2	-0.0008	0.12	985.4
TWIST1	0.0089	0.34	338
TWISTNB	0.0047	0.1	737.4
TWSG1	-0.0035	0.1	1219.8
TXLNA	0.0027	0.31	496.1
TXN	-0.0024	0.1	19148.6
TXN2	-0.0006	0.23	1343.5
TXNDC11	0.0019	0.31	289.3
TXNDC12	-0.0036	0.09	3432.4
TXNDC15	-0.002	0.11	1386.8
TXNDC17	-0.0009	0.15	7176.4
TXNDC9	-0.0005	0.35	3592.9
TXNL1	-0.0008	0.03	2557.3
TXNL4A	-0.001	0.09	4783
TXNL4B	0.0026	0.1	602.2
TXNRD1	0.0005	0.12	12526.9
TXNRD2	-0.001	0.2	257.5
TYK2	-0.0041	0.34	542.8
TYMS	-0.0025	0.1	13888.2
TYRO3	-0.0008	0.16	575.2
TYW3	-0.0005	0.02	2857.3
U2AF1	0.0004	0.26	1897
U2AF2	-0.002	0.1	1840.6
U47924.1	-0.0021	0.12	340.3
UACA	-0.0004	0.14	298.2
UAP1	-0.001	0.11	3642
UAP1L1	0.0026	0.36	631
UBA1	-0.0013	0.13	8293.3
UBA2	-0.0038	0.43	5919.8
UBA3	-0.0015	0.47	1303.1
UBA5	-0.0003	0.02	1284.9
UBA6	-0.0017	0.11	832.9
UBAC1	-0.0011	0.05	1966.1
UBAC2	0.0016	0.02	3194.3
UBAP1	0.0022	0.25	625.3
UBAP2	-0.001	0.07	1239.5
UBAP2L	-0.0009	0.1	2086.2
UBASH3B	0.0022	0.14	208
UBB	-0.0017	0.5	25644.8
UBE2A	-0.0028	0.05	2892.9
UBE2B	0.001	0.07	1938.7
UBE2C	0.002	0.2	7524.1
UBE2D2	-0.0001	0.05	2694.3
UBE2D3	-0.0008	0.06	3562.5
UBE2D4	-0.0044	0.34	468.4
UBE2E1	-0.0007	0.03	9190.5
UBE2E3	-0.0023	0.22	6192.8
UBE2F	0.0009	0.18	615.3
UBE2G2	0.001	0.22	702.8
UBE2H	0.0009	0.06	449.2
UBE2I	0.0003	0.03	2099.1
UBE2J2	0.0026	0.04	903.6
UBE2K	0.0004	0.08	4334
UBE2L3	-0.0014	0.08	3931.9
UBE2MP1	-0.0001	0.08	3307.8
UBE2N	-0.0009	0.13	5110.9
UBE2Q1	0.0022	0.11	1242
UBE2Q2	-0.0022	0.11	2614.2
UBE2R2	0.0001	0.07	1547.3
UBE2S	0.0072	0.08	9369.8
UBE2T	0.0024	0.18	5909.3
UBE2W	0.0035	0.06	330.9
UBE2Z	0.0006	0.06	3120.6
UBE3A	0.0025	0.13	1216.4
UBE3B	-0.0017	0.18	290.8
UBE3C	-0.0017	0.22	345
UBE4A	-0.0017	0.04	3997.2
UBE4B	-0.0005	0.06	855.8
UBFD1	-0.0001	0.12	2015
UBIAD1	0.0034	0.23	572.5
UBL3	0.0005	0.15	767.5
UBL4A	0.0043	0.09	2194.4
UBL5	0.0002	0.12	6858.9
UBL7	0.0008	0.08	1796.4
UBN1	0.0031	0.45	683.4
UBN2	0.0024	0.1	200
UBP1	0.0021	0.29	2433.3
UBQLN1	-0.0001	0.16	3427.8
UBQLN2	-0.0012	0.24	1922.4
UBQLN4	-0.0018	0.24	1183.6
UBR1	-0.0015	0.16	818.4
UBR2	0.0024	0.2	655.9
UBR4	0.0002	0.17	523.5
UBR5	0.0001	0.1	695
UBR7	-0.0004	0.25	2800.2
UBTD1	0.0009	0.26	148.6
UBTD2	0.0027	0.03	1140.1
UBTF	0.0006	0.08	375
UBXN1	0.0002	0.09	1415.1
UBXN2A	0.0005	0.03	1578.5
UBXN2B	-0.0041	0.09	611
UBXN4	0.001	0.09	2220.8
UBXN6	0.0019	0.14	840.1
UBXN7	0.0037	0.1	706.7
UBXN8	0.0004	0.07	919.7
UCA1	-0.0008	0.1	625
UCHL3	-0.0024	0.05	6870.5
UCHL5	-0.0033	0.14	1537.4
UCK1	0.0019	0.04	806.4
UCK2	0.0019	0.18	2169.7
UCKL1	0.0008	0.15	748
UCP2	0.0002	0.23	2308.8
UCRC	-0.0006	0.06	4848
UEVLD	-0.002	0.13	750.1
UFC1	-0.002	0.15	7236.5
UFD1L	-0.0012	0.21	6688.8
UFM1	-0.0037	0.18	889.9
UFSP2	-0.0021	0.04	1594.1
UGCG	0.0092	0.4	996.4
UGCGL1	-0.0013	0.12	558.8
UGCGL2	-0.0003	0.13	249.1
UGDH	-0.005	0.13	1708.4
UGP2	-0.0015	0.03	3954.3
UGT8	0.0001	0.09	915.4
UHMK1	0.0002	0.28	1629.8
UHRF1	-0.0038	0.11	5349.9
UHRF1BP1	0.0015	0.26	811.3
UHRF1BP1L	-0.0007	0.39	277.6
UIMC1	0.004	0.04	655
ULBP2	0.0001	0.1	528.2
ULK1	0.0008	0.14	720.2
ULK3	-0.0014	0.06	520.9
UMPS	0.004	0.01	1626.9
UNC119B	-0.0003	0.22	987.6
UNC13B	-0.0012	0.15	606.3
UNC45A	-0.0012	0.13	325.6
UNC50	0.003	0.41	2891.4
UNC84A	-0.0046	0.14	738.5
UNC84B	-0.0035	0.29	365.3
UNC93B3	-0.0005	0.48	557.1
UNG	-0.0015	0.3	4588.6
UPF1	0.0031	0.08	767.7
UPF2	0.0002	0.17	743
UPF3A	-0.0012	0.06	2331.8
UPF3B	-0.0022	0.19	2280
UPP1	0.0027	0.35	611.4
UPRT	0.004	0.13	841.3
UQCC	0.0016	0.02	517.2
UQCR	-0.0019	0.05	3391.2
UQCRB	-0.0038	0.27	6856.7
UQCRC1	-0.0008	0.06	10900.8
UQCRC2	-0.0021	0.04	7564.3
UQCRFSL1	0.0004	0.05	15107.2
UQCRQ	-0.0004	0.11	15903.1
URB2	0.0024	0.14	739.1
URG4	0.006	0.21	191.9
URM1	-0.0005	0.26	954.3
UROD	-0.0014	0.06	2736.7
UROS	-0.0016	0.03	548.7
USE1	0.0012	0.13	1587.1
USF2	-0.0028	0.45	445.6
USMG5	-0.0016	0.11	21539.8
USO1	-0.0006	0.17	2487.7
USP1	0.0028	0.16	7093.4
USP10	0.0018	0.41	1894.9
USP11	-0.0012	0.18	3409.5
USP12	0.0008	0.1	198.9
USP13	0.0001	0.15	562.7
USP14	-0.0011	0.03	5896.2
USP15	0	0.29	1259.3
USP16	-0.0009	0.11	1815
USP19	-0.0003	0.13	629.9
USP20	-0.0007	0.41	154.4
USP21	0.0032	0.16	640.2
USP22	-0.0004	0.25	1658.8
USP24	-0.0017	0.49	499.4
USP25	0.0022	0.01	650.8
USP28	-0.0043	0.39	501.6
USP3	0.001	0.05	3020.4
USP30	0.0031	0.34	213.1
USP31	0.0034	0.09	220.9
USP32	-0.0044	0.27	355.3
USP33	-0.0016	0.2	1331
USP34	0.0001	0.03	678.2
USP36	0.005	0.12	361
USP37	0.0077	0.4	513.4
USP38	0.0059	0.17	1107.6
USP39	0.0017	0.05	1845.1
USP4	-0.0001	0.16	381.7
USP40	0.001	0.2	179.9
USP42	0.0162	0.18	547.4
USP47	0.0021	0.04	1406.3
USP48	-0.0006	0.13	944
USP5	-0.0011	0.18	790.8
USP54	-0.0002	0.35	197.1
USP6	-0.0034	0.06	858.5
USP6NL	0.0058	0.23	127.1
USP7	0.0005	0.03	1414.7
USP8	-0.0003	0.15	949.9
USP9X	-0.0011	0.08	2805.6
UST	0.0023	0.44	144.5
UTP11L	-0.0007	0.09	5048.9
UTP14A	0.0008	0.06	897.8
UTP14C	0.0012	0.11	725.6
UTP15	0.0014	0.1	807
UTP18	-0.0007	0.02	5744.1
UTP20	-0.0013	0.26	683.5
UTP23	0.0091	0.2	743.5
UTP3	0.0003	0.14	2117.7
UTP6	0.0017	0.22	2658.8
UTRN	-0.0001	0.11	249.9
UVRAG	0.0058	0.06	790.7
UXS1	-0.0014	0.17	748.1
UXT	-0.0007	0.08	11350
VAC14	0	0.48	165.2
VAMP1	-0.0027	0.34	289.1
VAMP3	-0.0005	0.08	5931.4
VAMP4	-0.0011	0.25	293.7
VAMP7	-0.0014	0.04	6498.3
VAMP8	-0.0037	0.27	2960.8
VANGL1	0.0038	0.19	506.9
VAPA	-0.0016	0.01	4238.9
VAPB	-0.0006	0.05	882.7
VARS	-0.0018	0.07	769.9
VARS2	0.0023	0.11	1048.4
VASP	-0.002	0.46	602.5
VAT1	-0.0021	0.18	1621.8
VAV3	0.0098	0.09	233.7
VBP1	-0.0018	0.05	14533
VCL	-0.0006	0.04	4809.6
VCP	-0.0021	0.07	2968.3
VDAC1	-0.0019	0.05	8356.5
VDAC2	-0.0009	0.06	11878
VDAC3	-0.003	0.03	8603
VDR	0.0031	0.07	301.6
VEGFA	0.0067	0.17	1102.2
VEGFB	-0.0017	0.32	396.5
VEZF1	0.0069	0.11	1714.1
VGLL4	0.0033	0.16	1053.3
VHL	0	0.18	216
VIL2	-0.0007	0.12	2674.8
VIM	-0.001	0.28	19415.3
VKORC1	-0.0006	0.07	4732.8
VKORC1L1	0.0025	0.08	488.6
